,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
530,Homestyle chicken noodle soup,닭칼국수,"['chicken breast', 'fish sauce', 'flour', 'garlic', 'green onion', 'ground black pepper', 'kosher salt', 'onion', 'potato starch', 'soup soy sauce', 'toasted sesame oil', 'vegetable oil', 'water', 'zucchini', '']","['chicken', 'main dish', 'non spicy', 'noodle', 'one bowl meal', 'soup']",https://youtube.com/watch?v=5Ceg1QN56p0,"['chicken breast', 'fish sauce', 'garlic', 'green onion', 'onion', 'potato starch', 'soup soy sauce', 'toasted sesame oil', 'zucchini', '']"
531,Kimchi and mackerel camping stew,김치 고등어통조림 찌개,"['garlic', 'gochujang', 'green chili pepper', 'kimchi', 'mackerel', 'onion', 'potato', 'saury', 'water', '']","['main dish', 'seafood', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=MuJFwXGA_XM,"['garlic', 'gochujang', 'green chili pepper', 'kimchi', 'mackerel', 'onion', 'potato', 'saury', '']"
532,Crispy and crunchy fried chicken,닭강정,"['chicken wings', 'corn starch', 'corn syrup', 'dried red chili pepper', 'garlic', 'ginger', 'grape seed oil', 'ground black pepper', 'kosher salt', 'mustard sauce', 'peanut oil', 'peanuts', 'potato starch', 'rice syrup', 'sesame seeds', 'soy sauce', 'vegetable oil', 'vinegar', '']","['chicken', 'fried chicken', 'main dish', 'snack', 'spicy']",https://youtube.com/watch?v=jSh6VJYRV-g,"['chicken wings', 'corn starch', 'corn syrup', 'dried red chili pepper', 'garlic', 'ginger', 'grape seed oil', 'mustard sauce', 'peanut oil', 'peanuts', 'potato starch', 'rice syrup', 'sesame seeds', '']"
533,Spicy stir-fried chicken with vegetables,닭갈비,"['cabbage', 'carrot', 'chicken', 'chicken drumsticks', 'chicken thighs', 'corn syrup', 'garaetteok', 'garlic', 'ginger', 'green chili pepper', 'ground black pepper', 'honey', 'hot pepper flakes', 'kimchi', 'milk', 'onion', 'perilla leaves', 'rice', 'rice syrup', 'sliced rice cake', 'soy sauce', 'sugar', 'sweet potato', 'water', '']","['chicken', 'easy', 'main dish', 'spicy']",https://youtube.com/watch?v=JWccdweoVQg,"['cabbage', 'carrot', 'chicken', 'chicken drumsticks', 'chicken thighs', 'corn syrup', 'garaetteok', 'garlic', 'ginger', 'green chili pepper', 'kimchi', 'milk', 'onion', 'perilla leaves', 'rice', 'rice syrup', 'sliced rice cake', 'sweet potato', '']"
534,Doenjang pork skewers,맥적,"['Asian chives', 'cooking wine', 'doenjang', 'garlic', 'ginger', 'ground black pepper', 'kosher salt', 'mirim', 'onion', 'pork shoulder', 'rice syrup', 'toasted sesame oil', 'vegetable oil', 'water', '']","['anju', 'BBQ', 'main dish', 'non spicy', 'pork', 'side dish']",https://youtube.com/watch?v=0ak695hPhXk,"['Asian chives', 'cooking wine', 'doenjang', 'garlic', 'ginger', 'mirim', 'onion', 'pork shoulder', 'rice syrup', 'toasted sesame oil', '']"
535,Korean ramen,라면,"['eggs', 'green onion', 'ramyeon', 'water', '']","['easy', 'main dish', 'noodle', 'one bowl meal', 'snack', 'spicy']",https://youtube.com/watch?v=zCy8X9H3TEs,"['eggs', 'green onion', 'ramyeon', '']"
536,Cold salad with spicy mustard sauce,겨자냉채,"['crabmeat', 'english cucumber', 'Korean pear', 'kosher salt', 'mustard powder', 'pine nuts', 'radish sprouts', 'sugar', 'vinegar', 'water', '']","['appetizer', 'cold', 'main dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=syXmyL-Jx7k,"['crabmeat', 'english cucumber', 'Korean pear', 'mustard powder', 'pine nuts', 'radish sprouts', '']"
537,Fried rice,볶음밥,"['beef', 'carrot', 'cheddar cheese', 'cheese', 'eggs', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'ham', 'kimchi', 'mozzarella cheese', 'Oaxacan cheese', 'onion', 'oyster sauce', 'red bell pepper', 'rice', 'toasted sesame oil', 'vegetable oil', 'white mushrooms', 'yellow bell pepper', 'zucchini', '']","['beef', 'lunchbox', 'main dish', 'non spicy', 'rice']",https://youtube.com/watch?v=ls6pAFqtM1E,"['beef', 'carrot', 'cheddar cheese', 'cheese', 'eggs', 'garlic', 'green chili pepper', 'green onion', 'ham', 'kimchi', 'mozzarella cheese', 'Oaxacan cheese', 'onion', 'oyster sauce', 'red bell pepper', 'rice', 'toasted sesame oil', 'white mushrooms', 'yellow bell pepper', 'zucchini', '']"
538,Korean style fried snapper with seasoning sauce,도미양념구이,"['black snapper', 'flour', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'kosher salt', 'red snapper', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['main dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=jRNDKz_aUMw,"['black snapper', 'garlic', 'green chili pepper', 'green onion', 'red snapper', 'sesame seeds', 'toasted sesame oil', '']"
539,Beef short ribs soup,갈비탕,"['beef short ribs', 'daikon radish', 'eggs', 'garlic', 'green onion', 'ground black pepper', 'Korean radish', 'onion', 'sweet potato starch noodles', '']","['beef', 'main dish', 'non spicy', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=MeTwuomNAV0,"['beef short ribs', 'daikon radish', 'eggs', 'garlic', 'green onion', 'Korean radish', 'onion', 'sweet potato starch noodles', '']"
540,Fish cake soup,어묵국,"['daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'garlic', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'kosher salt', 'onion', 'sesame seeds', 'soy sauce', 'toasted sesame oil', '']","['main dish', 'non spicy', 'seafood', 'snack', 'soup', 'street food']",https://youtube.com/watch?v=0zeboswxMeQ,"['daikon radish', 'dried anchovies', 'dried kelp', 'fish cakes', 'garlic', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'sesame seeds', 'toasted sesame oil', '']"
541,Spicy pork BBQ,돼지불고기,"['garlic', 'ginger', 'gochujang', 'green onion', 'ground black pepper', 'Korean pear', 'onion', 'pork belly', 'rice syrup', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', '']","['anju', 'BBQ', 'main dish', 'pork', 'side dish', 'spicy']",https://youtube.com/watch?v=h942eNDfxmM,"['garlic', 'ginger', 'gochujang', 'green onion', 'Korean pear', 'onion', 'pork belly', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
542,Korean-style marinated beef BBQ,불고기,"['beef tenderloin', 'brown sugar', 'garlic', 'ginger', 'green onion', 'ground black pepper', 'Korean pear', 'onion', 'rice syrup', 'soy sauce', 'toasted sesame oil', '']","['BBQ', 'beef', 'main dish']",https://youtube.com/watch?v=3qBjL_HGvco,"['beef tenderloin', 'brown sugar', 'garlic', 'ginger', 'green onion', 'Korean pear', 'onion', 'rice syrup', 'toasted sesame oil', '']"
543,Sweet potato rice,고구마밥,"['Asian chives', 'garlic', 'green onion', 'honey', 'hot pepper flakes', 'rice', 'sesame seeds', 'soy sauce', 'sugar', 'sweet potato', 'vinegar', 'water', '']","['main dish', 'non spicy', 'one bowl meal', 'rice', 'side dish', 'vegetarian']",https://youtube.com/watch?v=tf3yN39L8hM,"['Asian chives', 'garlic', 'green onion', 'rice', 'sesame seeds', 'sweet potato', '']"
544,Braised saury,꽁치조림,"['daikon radish', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean radish', 'onion', 'red chili pepper', 'saury', 'soy sauce', 'sugar', '']","['main dish', 'seafood', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=ijSaV_9vWlE,"['daikon radish', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'Korean radish', 'onion', 'red chili pepper', 'saury', '']"
545,Black sesame seeds porridge,흑임자죽,"['black sesame seeds', 'kosher salt', 'pumpkin seeds', 'sweet rice flour', 'water', '']","['appetizer', 'easy', 'main dish', 'non spicy', 'one bowl meal', 'porridge', 'snack', 'vegetarian']",https://youtube.com/watch?v=2wlFyY2JCvQ,"['black sesame seeds', 'pumpkin seeds', 'sweet rice flour', '']"
546,Easy braised beef short ribs,막갈비찜,"['beef short ribs', 'bosc pear', 'brown sugar', 'garlic', 'ginger', 'ground black pepper', 'onion', 'pine nuts', 'sesame seeds', 'soy sauce', 'toasted sesame oil', '']","['beef', 'easy', 'main dish', 'non spicy', 'side dish']",https://youtube.com/watch?v=lfER2igLvig,"['beef short ribs', 'bosc pear', 'brown sugar', 'garlic', 'ginger', 'onion', 'pine nuts', 'sesame seeds', 'toasted sesame oil', '']"
547,Cold noodle soup with radish water kimchi,동치미국수,"['cucumber', 'dongchimi', 'eggs', 'hot pepper flakes', 'kimchi', 'kosher salt', 'sugar', 'thin noodles', 'toasted sesame oil', 'vinegar', 'water', '']","['cold', 'main dish', 'non spicy', 'noodle', 'one bowl meal', 'soup', 'spicy']",https://youtube.com/watch?v=lone_v6zDds,"['cucumber', 'dongchimi', 'eggs', 'kimchi', 'thin noodles', 'toasted sesame oil', '']"
548,Spicy mixed noodles,비빔국수,"['cucumber', 'eggs', 'garlic', 'gochujang', 'kimchi', 'kimchi brine', 'sesame seeds', 'sugar', 'thin noodles', 'toasted sesame oil', '']","['easy', 'main dish', 'noodle', 'one bowl meal', 'spicy', 'vegetarian']",https://youtube.com/watch?v=8l9_OE9c6vg,"['cucumber', 'eggs', 'garlic', 'gochujang', 'kimchi', 'kimchi brine', 'sesame seeds', 'thin noodles', 'toasted sesame oil', '']"
549,Traditional-style spicy braised chicken,닭볶음탕,"['chicken', 'gochujang', 'green chili pepper', 'green onion', 'hot pepper flakes', 'onion', 'potatoes', 'soy sauce', 'sugar', 'whole chicken', '']","['chicken', 'main dish', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=bDXL_g6kJ5U,"['chicken', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'potatoes', 'whole chicken', '']"
550,Spicy whelks with noodles,골뱅이무침,"['canned whelks', 'carrot', 'cucumber', 'english cucumber', 'gochu-garu', 'gochujang', 'green chili pepper', 'green onion', 'honey', 'Korean pear', 'kosher salt', 'large green onion', 'onion', 'rice syrup', 'somyeon', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vinegar', '']","['anju', 'cold', 'main dish', 'noodle', 'one bowl meal', 'seafood', 'snack', 'spicy']",https://youtube.com/watch?v=VepFRZRRa4c,"['canned whelks', 'carrot', 'cucumber', 'english cucumber', 'gochu-garu', 'gochujang', 'green chili pepper', 'green onion', 'Korean pear', 'large green onion', 'onion', 'rice syrup', 'somyeon', 'toasted sesame oil', 'toasted sesame seeds', '']"
551,Mapa tofu,마파두부,"['carrot', 'chicken breast', 'dried red chili pepper', 'ginger', 'green chili pepper', 'green onion', 'ground black pepper', 'onion', 'oyster sauce', 'potato starch powder', 'red chili pepper', 'toasted sesame oil', 'tofu', 'vegetable oil', 'walnuts', '']","['chicken', 'Korean Chinese', 'main dish', 'side dish', 'spicy', 'stew']",https://youtube.com/watch?v=trqL9v7GSGw,"['carrot', 'chicken breast', 'dried red chili pepper', 'ginger', 'green chili pepper', 'green onion', 'onion', 'oyster sauce', 'potato starch powder', 'red chili pepper', 'toasted sesame oil', 'tofu', 'walnuts', '']"
552,Sweet pumpkin rice,단호박밥,"['black sweet rice', 'canned chestnuts', 'green onion', 'jujubes', 'kabocha', 'kosher salt', 'pine nuts', 'raisins', 'red chili pepper', 'soy sauce', 'sweet rice', 'vinegar', '']","['main dish', 'non spicy', 'one bowl meal', 'rice', 'vegetarian']",https://youtube.com/watch?v=GlpUeMpZalk,"['black sweet rice', 'canned chestnuts', 'green onion', 'jujubes', 'kabocha', 'pine nuts', 'raisins', 'red chili pepper', 'sweet rice', '']"
553,Soybean sprouts bibimbap,콩나물밥,"['eggs', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'honey', 'onion', 'radish sprouts', 'rice', 'sesame seeds', 'soy sauce', 'soybean sprouts', 'sugar', 'toasted sesame oil', '']","['beef', 'main dish', 'non spicy', 'one bowl meal', 'rice', 'spicy']",https://youtube.com/watch?v=6rkOm6kbPqo,"['eggs', 'garlic', 'green chili pepper', 'green onion', 'ground beef', 'onion', 'radish sprouts', 'rice', 'sesame seeds', 'soybean sprouts', 'toasted sesame oil', '']"
554,Braised chicken with vegetables,닭찜,"['brown sugar', 'carrot', 'chicken thighs', 'corn syrup', 'cucumber', 'dried red chili pepper', 'garlic', 'green chili pepper', 'green onion', 'ground black pepper', 'mushrooms', 'onion', 'oyster sauce', 'red chili pepper', 'rice syrup', 'sesame seeds', 'sweet potato starch noodles', 'toasted sesame oil', 'vegetable oil', '']","['chicken', 'main dish', 'noodle', 'spicy', 'stew']",https://youtube.com/watch?v=I16AwkdIZOw,"['brown sugar', 'carrot', 'chicken thighs', 'corn syrup', 'cucumber', 'dried red chili pepper', 'garlic', 'green chili pepper', 'green onion', 'mushrooms', 'onion', 'oyster sauce', 'red chili pepper', 'rice syrup', 'sesame seeds', 'sweet potato starch noodles', 'toasted sesame oil', '']"
555,Raw fish platter,회,"['carrot', 'doenjang', 'flour', 'fresh fish', 'green chili pepper', 'green onion', 'honey', 'kosher salt', 'lettuce', 'lime', 'rice', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vegetable oil', 'vinegar', 'wasabi powder', '']","['cold', 'easy', 'main dish', 'non spicy', 'seafood', 'spicy']",https://youtube.com/watch?v=n84LxhhJIGs,"['carrot', 'doenjang', 'fresh fish', 'green chili pepper', 'green onion', 'lettuce', 'lime', 'rice', 'sesame seeds', 'toasted sesame oil', 'wasabi powder', '']"
556,Spicy raw fish soup,물회,"['fresh fish', 'garlic', 'gochujang', 'green chili pepper', 'hot pepper flakes', 'kosher salt', 'lettuce', 'onion', 'sesame seeds', 'sugar', 'thin noodles', 'toasted sesame oil', 'tomato', 'vinegar', 'water', '']","['cold', 'main dish', 'noodle', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=VxxQkvR7r3s,"['fresh fish', 'garlic', 'gochujang', 'green chili pepper', 'lettuce', 'onion', 'sesame seeds', 'thin noodles', 'toasted sesame oil', 'tomato', '']"
557,"Sweet, sour, & spicy Korean fried chicken",양념통닭,"['baking soda', 'chicken wings', 'corn oil', 'eggs', 'flour', 'garlic', 'gochujang', 'ground black pepper', 'ketchup', 'kosher salt', 'potato starch', 'rice syrup', 'toasted sesame seeds', 'vegetable oil', 'white vinegar', '']","['chicken', 'fried chicken', 'main dish', 'snack', 'spicy']",https://youtube.com/watch?v=XnLWBoZn710,"['baking soda', 'chicken wings', 'corn oil', 'eggs', 'garlic', 'gochujang', 'ketchup', 'potato starch', 'rice syrup', 'toasted sesame seeds', 'white vinegar', '']"
558,Ox-bone soup,설렁탕,"['beef flank', 'daikon radish', 'green onion', 'ground black pepper', 'Korean radish', 'kosher salt', 'onion', 'ox bones', 'toasted sesame oil', 'water', '']","['beef', 'main dish', 'non spicy', 'side dish', 'soup']",https://youtube.com/watch?v=-eQb_6iUwRw,"['beef flank', 'daikon radish', 'green onion', 'Korean radish', 'onion', 'ox bones', 'toasted sesame oil', '']"
559,Fried tofu stuffed with rice,유부초밥,"['black olives', 'carrot', 'cucumber', 'kosher salt', 'rice', 'vegetable oil', 'yellow pickled radish', 'yubuchobap kit', '']","['easy', 'lunchbox', 'main dish', 'non spicy', 'rice', 'snack', 'vegetarian']",https://youtube.com/watch?v=PVOUSVuOO8A,"['black olives', 'carrot', 'cucumber', 'rice', 'yellow pickled radish', 'yubuchobap kit', '']"
560,"Rice, scorched rice, and scorched rice tea","밥, 누룽지, 숭늉","['rice', 'water', '']","['easy', 'main dish', 'non spicy', 'rice', 'snack', 'vegetarian']",https://youtube.com/watch?v=5JZs0wNKYY4,"['rice', '']"
561,Spicy stir-fried pork,돼지고기볶음,"['garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'lettuce', 'onion', 'pork belly', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', '']","['easy', 'main dish', 'pork', 'side dish', 'spicy']",https://youtube.com/watch?v=3oFCGKmzQX8,"['garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'lettuce', 'onion', 'pork belly', 'sesame seeds', 'toasted sesame oil', '']"
562,Steamed pork buns,찐빵만두,"['carrot', 'dry yeast', 'flour', 'garlic', 'green onion', 'ground black pepper', 'ground pork', 'kosher salt', 'onion', 'sigar', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', 'water', 'white mushrooms', '']","['main dish', 'mandu', 'non spicy', 'pork', 'snack']",https://youtube.com/watch?v=jzG5CXE0hfo,"['carrot', 'dry yeast', 'garlic', 'green onion', 'ground pork', 'onion', 'sigar', 'toasted sesame oil', 'white mushrooms', '']"
563,LA style grilled beef short ribs,LA 갈비,"['carrot', 'cucumber', 'doenjang', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'ground black pepper', 'honey', 'Korean pear', 'LA galbi beef short ribs', 'lettuce', 'perilla leaves', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'water', '']","['anju', 'BBQ', 'beef', 'main dish', 'non spicy']",https://youtube.com/watch?v=JAF3Bpy-AsY,"['carrot', 'cucumber', 'doenjang', 'garlic', 'ginger', 'gochujang', 'green chili pepper', 'green onion', 'Korean pear', 'LA galbi beef short ribs', 'lettuce', 'perilla leaves', 'sesame seeds', 'toasted sesame oil', '']"
564,Seasoned raw beef,육회,"['beef', 'beef chuck steak', 'beef flank', 'eggs', 'filet minon', 'garlic', 'green onion', 'ground black pepper', 'honey', 'Korean pear', 'pine nuts', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'water', '']","['anju', 'beef', 'cold', 'easy', 'main dish', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=pa-A2plYl7Q,"['beef', 'beef chuck steak', 'beef flank', 'eggs', 'filet minon', 'garlic', 'green onion', 'Korean pear', 'pine nuts', 'sesame seeds', 'toasted sesame oil', '']"
565,Chicken & chicken soup,영계백숙,"['cucumber', 'garlic', 'ginseng roots', 'green chili pepper', 'green onion', 'ground black pepper', 'hot pepper flakes', 'kosher salt', 'onion', 'rice', 'sesame seeds', 'short grain rice', 'soy sauce', 'ssamjang', 'sugar', 'sweet rice', 'water', 'white vinegar', 'whole chicken', '']","['chicken', 'easy', 'main dish', 'non spicy', 'one bowl meal', 'porridge']",https://youtube.com/watch?v=UzxQoj7ur7A,"['cucumber', 'garlic', 'ginseng roots', 'green chili pepper', 'green onion', 'onion', 'rice', 'sesame seeds', 'short grain rice', 'ssamjang', 'sweet rice', 'white vinegar', 'whole chicken', '']"
566,Hand-torn noodle soup,수제비,"['dried anchovies', 'dried kelp', 'fish sauce', 'flour', 'garlic', 'green onion', 'kosher salt', 'onion', 'potatoes', 'soup soy sauce', 'toasted sesame oil', 'vegetable oil', 'water', '']","['main dish', 'non spicy', 'noodle', 'one bowl meal', 'soup']",https://youtube.com/watch?v=CfSrXq7tVyQ,"['dried anchovies', 'dried kelp', 'fish sauce', 'garlic', 'green onion', 'onion', 'potatoes', 'soup soy sauce', 'toasted sesame oil', '']"
567,Grilled pork belly,삼겹살구이,"['carrot', 'doenjang', 'english cucumber', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'honey', 'hot pepper flakes', 'king oyster mushrooms', 'lettuce', 'mushrooms', 'pork belly', 'sesame seeds', 'sugar', 'toasted sesame oil', '']","['anju', 'BBQ', 'main dish', 'pork']",https://youtube.com/watch?v=23tRGHUX3qM,"['carrot', 'doenjang', 'english cucumber', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'king oyster mushrooms', 'lettuce', 'mushrooms', 'pork belly', 'sesame seeds', 'toasted sesame oil', '']"
568,Soy milk noodle soup,콩국수,"['cucumber', 'dried soybeans', 'eggs', 'ice cubes', 'kosher salt', 'pine nuts', 'sesame seeds', 'thin noodles', 'tomato', 'water', '']","['cold', 'main dish', 'non spicy', 'noodle', 'one bowl meal', 'soup', 'vegetarian']",https://youtube.com/watch?v=lC5gidi5CJk,"['cucumber', 'dried soybeans', 'eggs', 'ice cubes', 'pine nuts', 'sesame seeds', 'thin noodles', 'tomato', '']"
569,Triangle gimbap with tuna ,삼각김밥,"['canned tuna', 'garlic', 'gochujang', 'ground black pepper', 'kim for samgak kimbap', 'kimchi', 'kosher salt', 'rice', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', 'white sugar', '']","['gimbap', 'lunchbox', 'main dish', 'non spicy', 'rice', 'seafood', 'snack']",https://youtube.com/watch?v=Dy8rQ6nQ954,"['canned tuna', 'garlic', 'gochujang', 'kim for samgak kimbap', 'kimchi', 'rice', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
